season,round,date,venue,home_club,away_club,club,player,kicks,marks,handballs,goals,behinds,hitouts,tackles
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Luke Brown,3,2,4,0,0,0,3
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Patrick Dangerfield,10,1,7,0,1,0,2
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Richard Douglas,13,5,6,2,1,0,2
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Ricky Henderson,11,7,3,0,2,0,1
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Sam Jacobs,9,2,1,0,1,37,1
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Matthew Jaensch,7,2,6,0,0,0,1
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Josh Jenkins,9,3,2,1,0,7,1
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Graham Johncock,7,4,6,1,1,0,2
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,David Mackay,8,3,8,1,0,0,4
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Brodie Martin,6,2,3,0,0,0,1
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Andy Otten,6,3,9,0,0,0,0
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Jared Petrenko,4,0,1,1,1,0,6
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Jason Porplyzia,8,3,8,1,2,0,1
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Brent Reilly,13,3,6,0,0,0,4
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Ben Rutten,2,1,5,0,0,0,1
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Rory Sloane,12,1,11,0,1,0,6
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Daniel Talia,3,1,2,0,0,0,0
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Scott Thompson,11,4,12,0,0,0,3
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Nathan van Berlo,12,3,2,1,0,0,1
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Bernie Vince,10,2,6,0,0,0,1
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Taylor Walker,9,4,5,3,1,0,1
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Adelaide,Matthew Wright,14,7,10,0,0,0,5
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Mark Baguley,6,4,1,0,0,0,3
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Tom Bellchambers,5,2,3,1,1,26,1
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Jake Carlisle,9,9,4,0,0,0,3
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Stewart Crameri,3,2,1,1,1,0,2
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Alwyn Davey,3,0,9,3,0,0,3
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Courtenay Dempsey,15,7,5,1,0,0,5
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Dustin Fletcher,16,5,0,0,0,0,2
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Brendon Goddard,13,7,1,1,0,0,2
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Dyson Heppell,14,3,9,0,0,0,2
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Michael Hibberd,12,5,5,1,0,0,1
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Heath Hocking,11,4,2,1,0,0,10
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Cale Hooker,10,7,6,0,0,0,1
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Ben Howlett,16,5,9,4,1,0,6
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Michael Hurley,9,4,6,0,2,0,1
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Nick Kommer,9,1,7,1,1,0,2
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Jake Melksham,8,2,9,1,0,0,5
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Jackson Merrett,8,4,8,0,0,0,3
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,David Myers,12,2,10,1,0,0,3
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Paddy Ryder,2,1,2,0,0,11,5
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Brent Stanton,17,5,9,1,0,0,6
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,Jobe Watson,23,3,11,1,1,0,3
2013,1,2013-03-22,Football Park,Adelaide,Essendon,Essendon,David Zaharakis,3,0,3,0,1,0,4
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Hayden Ballantyne,5,3,2,1,0,0,4
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Michael Barlow,14,4,13,1,1,2,9
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Kepler Bradley,8,3,5,2,0,10,0
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Ryan Crowley,6,2,6,1,0,1,3
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Zac Dawson,3,1,4,0,0,0,2
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Matt de Boer,7,4,5,1,0,0,1
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Paul Duffield,14,6,2,0,1,0,2
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Nat Fyfe,14,6,7,0,0,0,2
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Jonathon Griffin,4,4,8,0,0,20,5
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Stephen Hill,17,3,9,0,1,0,4
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Michael Johnson,7,5,3,0,0,0,2
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Chris Mayne,12,8,7,2,0,0,4
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Luke McPharlin,5,3,4,0,0,0,3
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,David Mundy,15,4,12,0,1,0,10
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Tendai Mzungu,5,5,8,0,1,1,3
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Matthew Pavlich,8,3,6,0,3,1,2
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Clancee Pearce,11,5,6,0,0,0,3
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Danyle Pearce,13,2,10,2,1,0,5
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Lee Spurr,11,6,2,0,0,0,3
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Nick Suban,13,4,6,3,0,0,5
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Cam Sutcliffe,1,1,1,0,0,0,1
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,Fremantle,Michael Walters,13,5,3,3,2,0,1
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,West Coast,Dean Cox,8,3,6,0,1,36,0
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,West Coast,Jamie Cripps,8,3,3,2,0,0,6
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,West Coast,Jack Darling,8,4,3,0,2,0,3
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,West Coast,Andrew Embley,8,1,2,0,1,0,2
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,West Coast,Andrew Gaff,12,2,5,0,1,0,2
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,West Coast,Darren Glass,3,3,4,0,0,0,2
2013,1,2013-03-23,Subiaco,Fremantle,West Coast,West Coast,Ashton Hams,12,3,1,2,1,0,5
