season,round,date,venue,home_club,away_club,club,player,kicks,marks,handballs,goals,behinds,hitouts,tackles
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Joel Bowden,11,4,3,0,1,0,3
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Nathan Brown,23,7,6,2,5,0,4
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Wayne Campbell,13,5,8,0,0,0,5
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Mark Coughlan,13,6,9,1,1,0,2
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Aaron Fiora,14,4,1,0,0,0,5
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Tim Fleming,4,2,0,0,0,0,1
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Darren Gaspar,4,2,3,0,0,0,0
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Ray Hall,4,4,7,1,0,0,1
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Brent Hartigan,5,3,4,0,0,0,1
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Chris Hyde,6,7,6,0,0,0,3
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Kane Johnson,24,10,7,0,0,0,5
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Andrew Kellaway,9,6,5,1,0,0,1
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Andrew Krakouer,9,5,10,1,0,0,4
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Shane Morrison,11,8,5,0,0,0,0
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Chris Newman,10,4,4,0,1,0,3
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Brad Ottens,3,3,5,0,1,28,3
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Matthew Richardson,10,13,6,5,0,0,0
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,David Rodan,7,2,10,1,1,0,4
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Jay Schulz,0,1,1,0,0,0,0
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Greg Stafford,11,6,4,0,1,11,0
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Greg Tivendale,15,7,4,1,0,0,2
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Richmond,Ty Zantuck,5,4,3,1,0,0,1
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Collingwood,Nathan Buckley,27,8,4,1,0,0,3
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Collingwood,Scott Burns,4,4,5,0,0,0,1
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Collingwood,James Clement,11,5,6,0,0,0,1
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Collingwood,Jason Cloke,3,3,4,0,0,3,0
2004,1,2004-03-26,M.C.G.,Richmond,Collingwood,Collingwood,Richard Cole,9,1,5,0,0,0,4
