season,round,date,venue,home_club,away_club,club,player,kicks,marks,handballs,goals,behinds,hitouts,tackles
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Jordan Bannister,4,4,4,0,0,0,1
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Eddie Betts,7,3,2,2,1,0,1
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Paul Bower,4,1,6,0,0,0,0
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Andrew Carrazzo,15,8,10,0,0,0,3
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Cameron Cloke,10,7,4,0,0,16,3
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Jake Edwards,8,8,4,1,2,0,0
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Brendan Fevola,7,4,3,2,2,1,1
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Bryce Gibbs,8,4,7,0,0,0,1
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Shaun Grigg,9,2,5,0,0,0,1
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Richard Hadley,6,4,7,0,2,0,2
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Adam Hartlett,7,4,2,0,0,0,2
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Ryan Houlihan,14,8,6,1,1,0,0
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Ryan Jackson,7,3,3,0,0,0,1
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Michael Jamison,5,2,2,0,0,0,1
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Chris Judd,13,2,9,0,1,0,5
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Marc Murphy,15,7,6,1,0,0,3
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Setanta OhAilpin,2,2,5,1,0,9,2
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Heath Scotland,10,8,4,2,0,0,0
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Kade Simpson,11,11,12,0,1,0,3
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Nick Stevens,16,3,5,1,0,0,1
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Bret Thornton,24,12,4,0,1,0,1
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Carlton,Jarrad Waite,8,3,4,0,0,0,1
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Joel Bowden,10,5,12,0,1,0,1
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Nathan Brown,9,4,4,3,0,0,0
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Brett Deledio,5,3,8,2,0,0,1
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Nathan Foley,12,0,14,1,0,0,1
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Cameron Howat,7,1,5,0,0,0,2
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Cleve Hughes,7,6,3,0,2,0,0
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Daniel Jackson,6,1,9,1,0,0,0
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Kane Johnson,8,4,18,0,0,0,5
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Jake King,8,4,16,0,0,0,3
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Jordan McMahon,11,7,11,0,0,0,0
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Kelvin Moore,6,5,7,0,0,0,0
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Chris Newman,8,4,10,0,0,0,2
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Adam Pattison,2,1,4,1,0,7,1
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Kayne Pettifer,15,4,5,1,1,0,2
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Graham Polak,8,6,9,1,0,0,2
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Andrew Raines,14,2,8,0,0,0,1
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Matthew Richardson,13,11,2,5,2,0,1
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Jay Schulz,7,4,8,0,0,0,2
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Troy Simmonds,10,7,7,0,0,19,0
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Richard Tambling,6,2,8,1,0,0,5
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Will Thursfield,4,6,7,0,0,0,1
2008,1,2008-03-20,M.C.G.,Carlton,Richmond,Richmond,Shane Tuck,10,2,10,1,0,1,2
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Travis Boak,10,3,7,1,0,0,0
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Dean Brogan,4,0,4,0,1,14,5
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Peter Burgoyne,16,4,6,0,0,0,1
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Shaun Burgoyne,10,4,5,1,1,0,2
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Alipate Carlile,7,4,2,0,0,0,3
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Domenic Cassisi,10,5,10,0,0,0,8
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Chad Cornes,15,11,13,1,1,0,1
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Kane Cornes,10,9,21,0,0,0,2
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Brett Ebert,6,3,3,3,1,0,0
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Brendon Lade,11,6,5,2,2,29,1
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Tom Logan,3,3,7,1,0,0,1
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Daniel Motlop,8,2,0,2,1,1,3
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Danyle Pearce,15,6,4,0,0,0,3
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Michael Pettigrew,6,3,6,0,0,0,0
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,David Rodan,4,2,8,0,0,0,4
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Steven Salopek,16,6,5,0,0,0,1
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Paul Stewart,7,5,11,0,0,0,1
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Jacob Surjan,5,6,7,0,0,0,1
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Matt Thomas,6,5,11,0,0,0,7
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Toby Thurstans,6,4,10,0,0,0,0
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Warren Tredrea,10,7,4,2,0,1,4
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Port Adelaide,Justin Westhoff,6,6,4,1,0,1,1
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Gary Ablett,15,4,9,1,2,0,4
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Jimmy Bartel,8,2,7,0,0,0,9
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Mark Blake,2,1,4,0,0,8,1
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Shannon Byrnes,8,5,5,0,1,0,2
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Paul Chapman,16,5,5,3,0,0,4
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Joel Corey,12,8,18,1,0,2,11
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Corey Enright,15,4,11,0,1,0,6
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Ryan Gamble,5,3,7,1,1,0,2
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Tom Harley,7,5,7,0,0,0,2
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Tom Hawkins,9,6,2,1,0,0,0
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Josh Hunt,9,5,10,0,0,0,1
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Steve Johnson,12,5,3,1,2,0,2
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,James Kelly,12,11,19,0,0,0,3
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Cameron Ling,9,4,15,1,0,0,3
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Andrew Mackie,8,4,7,1,0,0,3
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Darren Milburn,12,8,11,0,0,0,4
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Cameron Mooney,7,5,4,2,2,0,1
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Matthew Scarlett,11,2,11,0,0,0,1
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Joel Selwood,8,2,16,0,1,0,3
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Mathew Stokes,7,6,5,3,0,0,0
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Kane Tenace,5,2,11,0,0,0,2
2008,1,2008-03-20,Football Park,Port Adelaide,Geelong,Geelong,Trent West,1,2,6,0,0,4,3
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Nathan Brown,3,1,5,0,0,0,4
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Martin Clarke,4,2,4,0,0,0,2
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Travis Cloke,12,6,3,1,0,0,2
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Leon Davis,13,5,4,2,0,0,1
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Alan Didak,11,5,1,3,1,0,2
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Chris Egan,15,9,6,0,0,0,1
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Josh Fraser,8,8,3,0,1,11,2
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Tyson Goldsack,4,0,3,0,0,0,1
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Tarkyn Lockyer,12,4,7,1,1,0,1
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Heritier Lumumba,8,4,5,0,0,0,2
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Nick Maxwell,10,2,2,0,0,0,4
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Paul Medhurst,14,5,2,1,1,0,6
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Shane OBree,8,1,5,0,0,0,3
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Scott Pendlebury,9,1,6,0,0,0,2
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Anthony Rocca,10,7,4,6,1,2,4
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Sean Rusling,2,1,2,0,0,0,1
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Heath Shaw,19,9,7,0,0,0,0
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Rhyce Shaw,16,7,6,0,0,0,2
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Dane Swan,21,8,6,0,3,0,7
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Dale Thomas,11,6,4,2,0,0,2
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Shane Wakelin,9,3,1,0,0,0,3
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Collingwood,Cameron Wood,3,2,8,0,1,10,3
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Peter Bell,9,3,9,1,1,0,3
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Heath Black,1,1,1,0,0,0,1
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Josh Carr,8,3,8,0,0,0,4
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Matthew Carr,3,1,6,1,0,0,4
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Ryan Crowley,8,6,5,1,1,0,5
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Steven Dodd,10,6,12,0,0,0,2
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Jeff Farmer,8,6,5,1,0,0,3
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Daniel Gilmore,12,8,9,0,0,0,2
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Antoni Grover,14,11,6,0,0,0,2
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Roger Hayden,12,4,4,0,0,0,1
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Des Headland,16,7,5,1,2,0,5
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Mark Johnson,8,3,2,1,0,0,0
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Michael Johnson,12,6,7,0,0,3,1
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Shaun McManus,4,1,5,2,0,0,2
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Luke McPharlin,14,10,5,3,1,0,2
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,David Mundy,12,8,14,1,0,0,2
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Matthew Pavlich,13,10,8,1,1,0,0
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Brett Peake,4,3,11,0,0,0,1
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Aaron Sandilands,5,5,11,0,0,33,0
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Byron Schammer,10,3,7,0,0,0,2
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Dean Solomon,9,4,4,0,0,0,4
2008,1,2008-03-22,M.C.G.,Collingwood,Fremantle,Fremantle,Chris Tarrant,3,3,3,0,1,1,3
2008,1,2008-03-22,Docklands,St Kilda,Sydney,St Kilda,Luke Ball,6,1,7,0,0,0,4
2008,1,2008-03-22,Docklands,St Kilda,Sydney,St Kilda,Raphael Clarke,8,6,6,0,0,0,1
2008,1,2008-03-22,Docklands,St Kilda,Sydney,St Kilda,Xavier Clarke,8,3,9,0,0,0,2
2008,1,2008-03-22,Docklands,St Kilda,Sydney,St Kilda,Nick Dal Santo,15,5,4,0,1,0,1
2008,1,2008-03-22,Docklands,St Kilda,Sydney,St Kilda,Aaron Fiora,5,4,4,0,1,0,2
2008,1,2008-03-22,Docklands,St Kilda,Sydney,St Kilda,Leigh Fisher,6,3,2,0,1,0,0
2008,1,2008-03-22,Docklands,St Kilda,Sydney,St Kilda,Sam Fisher,18,9,6,0,0,0,0
2008,1,2008-03-22,Docklands,St Kilda,Sydney,St Kilda,Charlie Gardiner,9,8,5,0,0,0,3
