season,round,date,venue,home_club,away_club,club,player,kicks,marks,handballs,goals,behinds,hitouts,tackles
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Daniel Connors,14,3,10,0,0,0,1
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Trent Cotchin,11,6,8,0,0,0,1
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Ben Cousins,13,1,6,1,0,0,1
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Brett Deledio,12,5,9,1,0,0,6
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Shane Edwards,7,2,10,0,0,0,2
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Mitch Farmer,8,1,3,0,0,0,0
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Tom Hislop,4,3,7,1,0,0,4
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Daniel Jackson,11,2,12,0,0,0,5
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Dustin Martin,5,4,13,0,0,0,3
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Luke McGuane,6,4,7,0,0,0,4
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Kelvin Moore,6,3,4,0,0,0,2
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Mitch Morton,6,3,1,2,2,0,2
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Robin Nahas,7,2,6,0,0,0,4
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Ben Nason,7,4,3,1,0,0,1
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Chris Newman,7,2,4,0,1,0,1
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Jack Riewoldt,11,5,1,2,2,0,3
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Relton Roberts,7,5,0,0,1,0,1
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Troy Simmonds,3,2,6,0,0,19,0
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Richard Tambling,7,3,5,0,1,0,9
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Adam Thomson,9,3,5,1,1,0,5
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Will Thursfield,4,2,5,0,0,0,2
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Richmond,Ty Vickery,1,1,4,0,0,7,2
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Joe Anderson,7,4,9,0,0,0,4
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Eddie Betts,9,6,10,3,3,0,6
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Paul Bower,15,11,10,0,0,0,5
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Andrew Carrazzo,21,5,19,0,0,0,4
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Bryce Gibbs,15,6,8,2,1,0,4
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Lachie Henderson,5,4,3,1,1,0,2
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Ryan Houlihan,16,6,10,0,0,0,3
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Michael Jamison,6,3,0,0,0,0,1
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Aaron Joseph,8,5,2,0,0,0,2
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Matthew Kreuzer,3,3,13,0,0,25,4
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Brock McLean,6,7,20,1,0,0,4
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Marc Murphy,13,2,11,2,0,0,4
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Setanta OhAilpin,11,7,1,3,2,0,2
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Mitch Robinson,5,6,8,0,0,0,9
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Jordan Russell,16,9,10,0,0,0,2
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Heath Scotland,18,11,14,0,0,0,2
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Kade Simpson,15,8,13,1,0,1,5
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Bret Thornton,13,11,7,0,0,0,1
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Jarrad Waite,13,10,4,2,1,0,1
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Andrew Walker,12,4,6,0,0,0,4
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Robert Warnock,9,5,7,0,0,18,3
2010,1,2010-03-25,M.C.G.,Richmond,Carlton,Carlton,Chris Yarran,9,3,2,3,0,0,6
2010,1,2010-03-26,M.C.G.,Geelong,Essendon,Geelong,Gary Ablett,13,5,24,2,2,0,4
2010,1,2010-03-26,M.C.G.,Geelong,Essendon,Geelong,Jimmy Bartel,10,6,19,2,0,1,4
2010,1,2010-03-26,M.C.G.,Geelong,Essendon,Geelong,Mark Blake,0,2,5,0,0,25,1
2010,1,2010-03-26,M.C.G.,Geelong,Essendon,Geelong,Shannon Byrnes,13,10,13,3,4,0,6
2010,1,2010-03-26,M.C.G.,Geelong,Essendon,Geelong,Paul Chapman,16,6,11,0,0,0,5
2010,1,2010-03-26,M.C.G.,Geelong,Essendon,Geelong,Joel Corey,14,2,13,0,0,0,3
2010,1,2010-03-26,M.C.G.,Geelong,Essendon,Geelong,Mitch Duncan,6,2,4,0,0,0,6
2010,1,2010-03-26,M.C.G.,Geelong,Essendon,Geelong,Corey Enright,11,6,16,0,0,0,3
