season,round,date,venue,home_club,away_club,club,player,kicks,marks,handballs,goals,behinds,hitouts,tackles
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Dennis Armfield,6,2,2,1,0,0,3
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Eddie Betts,10,4,7,3,3,0,4
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Andrew Carrazzo,17,7,7,1,0,0,5
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Ed Curnow,13,5,11,1,0,0,7
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Nick Duigan,8,4,5,0,0,0,2
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Jeff Garlett,7,2,2,2,1,0,4
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Bryce Gibbs,25,12,4,1,0,0,6
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Shaun Hampson,6,5,1,1,2,12,1
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Chris Judd,13,3,12,1,1,0,6
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Jeremy Laidler,7,4,6,0,0,0,5
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Kane Lucas,4,3,3,0,0,0,3
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Marc Murphy,19,5,12,1,1,0,7
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Mitch Robinson,19,8,10,0,1,1,5
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Jordan Russell,12,7,10,0,0,0,1
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Heath Scotland,10,7,14,0,1,0,1
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Kade Simpson,16,9,12,0,1,0,8
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Bret Thornton,12,4,2,0,0,0,0
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Jarrad Waite,1,1,3,0,1,0,1
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Andrew Walker,12,5,4,2,3,0,2
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Robert Warnock,3,3,14,0,1,30,6
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Simon White,6,3,2,0,0,0,1
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Carlton,Chris Yarran,4,0,0,0,0,0,2
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Richmond,David Astbury,6,1,6,0,0,2,1
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Richmond,Jake Batchelor,7,3,6,0,0,0,0
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Richmond,Reece Conca,11,6,4,0,0,0,1
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Richmond,Daniel Connors,4,1,2,0,1,0,0
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Richmond,Trent Cotchin,17,4,5,0,2,0,3
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Richmond,Brett Deledio,11,4,8,0,0,0,3
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Richmond,Shane Edwards,8,1,7,0,0,0,5
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Richmond,Nathan Foley,3,1,5,0,0,0,1
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Richmond,Angus Graham,7,4,6,1,0,16,8
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Richmond,Shaun Grigg,13,4,10,0,0,0,0
2011,1,2011-03-24,M.C.G.,Carlton,Richmond,Richmond,Brad Helbig,5,1,5,0,0,0,1
