season,round,date,venue,home_club,away_club,club,player,kicks,marks,handballs,goals,behinds,hitouts,tackles
2014,1,2014-03-14,Docklands,Collingwood,Fremantle,Collingwood,Taylor Adams,6,2,9,0,0,0,4
2014,1,2014-03-14,Docklands,Collingwood,Fremantle,Collingwood,Luke Ball,15,7,10,0,1,1,9
2014,1,2014-03-14,Docklands,Collingwood,Fremantle,Collingwood,Dayne Beams,16,3,15,0,1,0,9
2014,1,2014-03-14,Docklands,Collingwood,Fremantle,Collingwood,Nathan Brown,4,1,5,0,0,0,0
2014,1,2014-03-14,Docklands,Collingwood,Fremantle,Collingwood,Martin Clarke,7,4,6,0,0,0,0
2014,1,2014-03-14,Docklands,Collingwood,Fremantle,Collingwood,Travis Cloke,4,4,3,0,0,0,2
2014,1,2014-03-14,Docklands,Collingwood,Fremantle,Collingwood,Jamie Elliott,10,2,3,1,0,0,2
2014,1,2014-03-14,Docklands,Collingwood,Fremantle,Collingwood,Jack Frost,6,3,5,0,0,0,4
2014,1,2014-03-14,Docklands,Collingwood,Fremantle,Collingwood,Tyson Goldsack,2,0,6,0,0,0,4
2014,1,2014-03-14,Docklands,Collingwood,Fremantle,Collingwood,Brodie Grundy,4,2,10,0,1,13,9
2014,1,2014-03-14,Docklands,Collingwood,Fremantle,Collingwood,Ben Kennedy,1,0,7,0,0,0,2
2014,1,2014-03-14,Docklands,Collingwood,Fremantle,Collingwood,Tom Langdon,20,6,4,0,0,0,5
2014,1,2014-03-14,Docklands,Collingwood,Fremantle,Collingwood,Heritier Lumumba,11,4,12,0,0,0,4
2014,1,2014-03-14,Docklands,Collingwood,Fremantle,Collingwood,Brent Macaffer,11,8,5,1,0,0,5
2014,1,2014-03-14,Docklands,Collingwood,Fremantle,Collingwood,Nick Maxwell,7,5,8,0,0,0,2
2014,1,2014-03-14,Docklands,Collingwood,Fremantle,Collingwood,Scott Pendlebury,16,3,10,1,0,0,9
2014,1,2014-03-14,Docklands,Collingwood,Fremantle,Collingwood,Steele Sidebottom,15,3,7,0,3,0,3
