season,round,date,venue,home_club,away_club,club,player,kicks,marks,handballs,goals,behinds,hitouts,tackles
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Jed Adcock,6,2,5,1,0,0,3
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Jason Akermanis,10,5,7,2,1,0,7
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Daniel Bradshaw,3,2,2,2,0,0,1
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Jared Brennan,6,5,5,4,1,0,2
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Jamie Charman,3,2,2,0,0,12,1
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Robert Copeland,7,0,10,1,0,0,4
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Anthony Corrie,4,3,3,0,0,0,4
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Chris Johnson,16,6,9,0,0,0,4
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Clark Keating,7,2,1,2,2,4,1
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Nigel Lappin,4,1,8,1,0,0,1
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Justin Leppitsch,13,6,11,0,0,1,3
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Joel Macdonald,10,3,9,0,0,0,2
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Ashley McGrath,3,0,2,2,0,0,1
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Dylan McLaren,3,2,4,0,0,18,0
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Mal Michael,4,3,2,0,0,2,1
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Tim Notting,12,4,9,0,1,0,0
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Martin Pike,6,5,5,2,1,1,7
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Luke Power,15,0,12,0,0,0,2
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Chris Scott,6,4,2,0,0,0,0
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Troy Selwood,4,1,4,0,0,0,6
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Michael Voss,16,5,12,1,0,0,3
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,Brisbane Lions,Darryl White,10,6,12,0,0,2,1
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,St Kilda,Cain Ackland,8,4,8,0,0,18,2
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,St Kilda,Steven Baker,7,1,6,0,0,0,0
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,St Kilda,Luke Ball,12,0,9,1,0,0,7
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,St Kilda,Jason Blake,0,0,5,0,0,9,2
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,St Kilda,Nick Dal Santo,18,3,11,0,2,0,2
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,St Kilda,Aaron Fiora,8,4,8,1,0,0,2
2005,1,2005-03-24,Gabba,Brisbane Lions,St Kilda,St Kilda,Sam Fisher,4,1,4,0,0,0,2
